det	conf	occ	p1 p2 p3 p4 v1 v2 v3 v4 v5 size	ratio(w/h)
0	0	2	1 1 1 1 0 1 0 1 0	14161	1.000
1	-0.33054	0	1 1 1 1 0 0 1 1 0	8463	0.978
1	-0.64246	1	1 1 0 0 0 0 1 0 1	14336	0.874
0	0	1	1 1 0 1 0 0 1 0 1	17514	1.104
0	0	0	1 1 0 1 0 0 1 0 1	9462	0.726
1	-0.13813	0	1 1 0 1 0 0 1 1 1	11115	0.810
1	-0.37825	1	1 1 0 1 0 0 0 1 1	7100	0.707
1	-0.531	0	1 1 0 1 0 1 0 1 1	5229	0.756
1	-0.28202	0	1 1 0 1 0 1 0 1 1	3496	0.600
0	0	0	1 1 0 1 0 0 1 1 1	11845	0.895
0	0	1	1 1 0 1 0 1 0 1 1	7410	0.819
0	0	1	1 1 0 1 0 1 0 0 0	2220	0.610
0	0	1	1 1 0 1 0 1 0 0 0	2052	0.698
0	0	1	1 1 0 1 0 0 1 0 0	2166	0.661
0	0	0	1 1 0 1 0 1 0 1 1	3584	0.873
0	0	2	1 1 0 1 0 0 0 1 1	1960	0.813
1	-0.056136	0	1 1 0 1 0 1 0 1 1	4800	0.747
1	-1.0624	2	1 1 1 1 0 1 0 1 1	112424	0.795
0	0	2	1 1 0 0 0 0 0 1 1	19072	0.858
1	-0.7482	2	1 1 0 0 0 0 0 1 0	85785	0.947
1	-1.0547	0	1 1 0 1 0 0 1 1 0	10209	0.672
0	0	0	1 1 0 1 0 0 1 1 1	18906	1.007
0	0	1	1 1 1 0 0 1 0 1 1	9240	0.761
1	-0.029881	0	1 1 0 1 0 0 1 1 0	10858	0.727
1	-1.1908	0	1 1 1 1 0 0 0 1 0	5124	0.339
0	0	2	1 1 0 1 0 0 0 1 0	8816	0.652
1	-0.62892	1	1 1 0 1 0 0 1 1 0	4510	0.667
0	0	1	1 1 1 1 0 0 0 1 1	50932	0.899
1	-0.70998	2	1 1 0 1 0 0 0 1 0	34686	0.571
1	0.60818	1	1 1 0 1 0 0 1 1 0	52923	0.591
0	0	2	1 1 0 1 0 1 0 1 0	25498	0.582
1	0.19015	2	1 1 0 1 0 1 0 1 0	41910	0.648
0	0	0	1 1 1 1 0 0 1 0 0	2397	0.920
0	0	0	1 1 0 1 0 1 0 0 0	2079	0.516
0	0	0	1 1 1 1 0 0 1 0 0	2475	0.815
1	-0.97773	0	1 1 1 1 0 0 1 0 0	2576	0.818
0	0	0	1 1 1 1 0 1 0 1 0	3192	0.982
0	0	2	1 1 0 1 0 0 0 1 0	5100	0.905
1	-0.41951	0	1 1 0 1 0 0 0 1 1	5460	0.656
0	0	1	1 1 0 1 0 0 0 1 1	1950	0.776
1	-0.52545	2	1 1 0 1 0 1 0 1 1	2408	0.764
0	0	2	1 1 1 0 0 0 0 1 1	6305	0.667
1	-0.81595	0	1 1 1 0 0 1 0 0 0	143724	1.187
1	-0.40535	1	1 1 0 1 0 1 0 1 1	16848	0.690
1	0.10081	1	1 1 0 1 0 0 1 1 1	16568	0.715
0	0	2	1 0 0 0 0 1 0 0 0	13035	0.476
1	-0.87758	2	1 0 1 0 0 1 0 1 1	13986	0.880
0	0	0	1 1 1 1 0 1 0 1 1	10873	0.631
1	-0.39313	2	1 1 0 1 0 0 0 1 0	8023	0.625
1	-0.35348	1	1 1 1 1 0 0 1 1 0	8670	0.832
0	0	2	1 1 1 1 0 1 0 1 0	3120	0.506
1	-0.15809	0	1 1 0 1 0 0 1 0 0	7866	0.602
1	-0.045994	0	1 1 1 1 0 0 1 1 0	9570	0.789
1	-0.9426	1	1 1 1 0 0 1 0 0 1	104618	0.798
0	0	1	1 1 0 1 0 1 0 1 1	14694	0.586
1	-0.26244	0	1 1 0 1 0 0 0 1 1	15150	0.671
0	0	2	1 0 0 1 0 1 0 1 0	9052	0.585
1	-1.1415	0	1 1 0 1 0 0 1 1 1	15251	0.667
0	0	2	1 1 0 1 0 1 0 1 0	9322	0.667
1	-0.35881	2	1 1 0 1 0 0 1 0 0	6386	0.598
1	-0.57869	1	1 1 0 1 0 0 0 1 0	4731	0.683
1	-0.6306	3	1 0 0 1 0 1 0 1 0	8175	0.685
0	0	1	1 1 1 0 0 1 0 1 1	13110	1.009
1	-0.908	0	1 0 1 0 0 0 0 1 1	20008	1.347
1	-0.87787	2	1 1 0 1 0 0 1 0 0	18447	1.109
0	0	3	1 1 0 0 0 1 0 1 1	12744	0.915
1	-0.77258	3	1 1 0 1 0 1 0 0 0	6400	0.636
0	0	1	1 1 1 1 0 1 0 1 0	2736	0.839
0	0	2	1 0 0 1 0 0 1 1 0	3872	0.494
0	0	0	1 1 1 0 0 1 0 1 1	9292	0.910
0	0	1	1 1 0 0 0 0 1 1 0	9591	2.029
1	-0.76636	1	1 1 1 0 0 0 0 1 1	77822	1.435
1	-0.7663	1	1 1 1 1 0 1 0 1 1	10810	0.816
0	0	1	1 1 0 1 0 0 1 1 0	2703	1.040
0	0	1	1 1 0 1 0 0 1 1 0	2436	0.719
0	0	2	1 0 0 1 0 0 1 1 0	2160	0.936
1	-1.1892	0	1 1 1 0 0 1 0 1 1	19404	1.990
1	-1.077	0	1 1 1 0 0 1 0 1 1	11984	0.955
0	0	1	0 1 1 1 0 1 0 1 0	92545	1.865
1	-1.0207	1	1 1 0 0 0 1 0 0 1	7991	0.462
1	-1.035	1	1 1 1 0 0 1 0 0 1	213693	1.119
0	0	2	1 1 0 1 0 0 1 1 0	3379	0.278
1	0.70748	1	1 1 0 1 0 0 1 1 0	9600	0.664
1	0.33468	1	1 1 0 1 0 0 1 1 0	9996	0.703
1	-0.86617	0	1 1 0 1 0 1 0 0 1	8910	0.485
1	-0.39549	0	1 1 0 1 0 1 0 1 1	11620	0.418
0	0	2	1 1 1 1 0 1 0 0 0	31248	0.506
0	0	1	1 1 0 1 0 0 1 1 1	3952	0.680
0	0	1	1 1 0 1 0 0 1 1 1	2970	0.981
0	0	0	1 1 0 1 0 0 1 1 1	3710	0.754
1	-1.0711	1	1 1 0 0 0 0 1 1 1	36890	1.539
1	-0.64635	3	1 1 1 0 0 1 0 1 1	38475	0.759
1	-1.1466	2	1 1 1 1 0 0 0 1 1	13363	0.512
1	-1.0637	2	1 0 1 0 0 1 0 1 0	26928	1.151
1	-0.74506	0	1 1 1 0 0 1 0 1 1	15120	1.050
0	0	2	1 1 1 0 0 1 0 1 1	10140	1.675
0	0	2	1 1 0 0 0 1 0 1 1	9207	1.065
0	0	2	1 1 0 1 0 1 0 1 0	5705	0.210
0	0	2	1 1 1 0 0 0 1 1 1	6460	1.120
0	0	1	1 1 1 0 0 1 0 0 1	2520	0.800
1	-0.68729	1	1 1 1 1 0 0 0 1 1	7931	0.745
1	-0.92977	1	1 1 0 0 0 1 0 1 1	184884	1.337
1	-1.1134	2	1 1 1 0 0 1 0 0 1	102300	1.065
1	-0.86525	1	1 1 0 1 0 1 0 0 1	20720	0.603
0	0	1	1 1 0 1 0 1 0 1 1	20160	0.455
1	-0.93388	1	1 1 1 0 0 1 0 1 0	18769	1.000
1	-0.42131	2	1 1 0 1 0 1 0 1 0	10382	0.320
1	-0.1476	1	1 1 0 1 0 0 0 1 0	6710	0.550
0	0	2	1 1 0 1 0 1 0 1 0	6798	0.637
1	-1.0343	0	1 1 1 1 0 0 1 1 1	36720	1.134
1	-1.0496	1	1 1 1 1 0 1 0 1 1	27507	0.919
1	-0.27419	1	1 1 0 1 0 1 0 1 0	10414	0.643
1	-0.43146	1	1 1 0 1 0 1 0 0 0	16308	0.713
1	-1.0864	3	1 0 1 0 0 1 0 1 0	48546	0.712
0	0	1	1 0 0 0 0 0 1 1 1	10318	2.318
0	0	1	1 0 1 0 0 0 1 0 1	9408	1.021
0	0	1	1 1 0 1 0 1 0 1 1	2856	0.612
0	0	0	1 1 0 1 0 0 1 0 0	2184	0.804
0	0	2	1 0 0 1 0 0 0 1 0	2250	0.898
1	0.24829	1	1 1 0 1 0 0 0 1 1	3648	0.889
0	0	1	1 1 0 1 0 0 1 1 0	4032	0.566
0	0	3	1 1 0 1 0 1 0 1 0	1540	0.304
1	-0.50704	2	1 1 0 1 0 0 1 1 0	4150	0.598
0	0	3	1 1 0 0 0 1 0 0 0	3818	0.549
0	0	0	0 1 1 0 0 0 0 1 1	14720	0.898
0	0	2	1 1 0 1 0 1 0 0 0	4608	0.887
0	0	2	1 1 0 0 0 0 0 1 1	18904	0.978
1	-0.86677	2	1 1 0 0 0 0 0 1 1	23652	0.901
0	0	1	1 0 0 1 0 0 1 0 0	1683	0.640
0	0	2	1 0 0 1 0 0 1 0 0	1950	0.776
0	0	2	1 1 0 1 0 0 1 0 0	1802	0.635
0	0	2	1 1 1 1 1 1 0 1 0	3432	1.275
1	-1.084	1	1 1 1 1 0 1 0 1 0	19418	1.098
1	-0.79365	2	1 1 0 0 0 1 0 1 0	8208	0.701
0	0	2	1 1 0 0 0 0 1 1 0	10600	1.061
1	-0.6871	0	1 1 0 1 0 1 0 1 1	55096	0.682
1	-0.54803	1	1 1 0 1 0 1 0 1 1	36058	0.614
0	0	2	1 1 0 1 0 1 0 1 1	31641	0.798
0	0	3	1 1 0 1 0 1 0 1 1	33784	0.795
1	-0.86531	1	1 1 0 1 0 1 0 1 1	32412	0.656
0	0	2	1 1 0 1 0 0 0 1 1	17017	0.831
1	-0.028588	1	1 1 1 1 0 0 1 1 0	7524	0.765
1	-1.0394	0	1 1 0 1 0 0 1 1 0	12625	0.806
0	0	1	1 1 1 1 0 0 1 1 0	7110	0.876
1	-0.45531	1	1 1 1 1 0 0 1 1 0	7812	1.108
1	-0.95563	0	1 1 1 0 0 1 0 1 1	24382	0.873
1	-1.1363	0	1 1 0 0 0 1 0 1 1	46292	1.747
1	-0.90017	0	1 0 1 0 0 1 0 1 0	10246	0.861
1	-1.1801	0	1 1 0 0 0 1 0 1 0	8800	0.725
1	-0.62174	2	1 0 0 0 0 1 0 1 0	18415	0.875
0	0	0	1 1 0 1 0 1 0 0 0	3233	0.867
1	-0.96426	1	1 1 1 1 0 0 0 1 0	4872	0.687
1	-0.095832	1	1 1 0 1 0 0 0 1 0	4214	0.565
1	-0.86671	1	1 1 0 1 0 0 1 1 0	4368	0.614
0	0	1	1 1 0 1 0 0 1 1 0	3010	0.609
0	0	1	1 1 0 1 0 0 0 1 0	2856	0.612
0	0	2	1 0 0 1 0 1 0 0 0	2112	0.477
0	0	2	1 1 1 1 0 1 0 1 0	3328	0.810
1	-0.84673	1	1 1 1 1 0 1 0 0 0	11692	0.531
0	0	1	1 1 0 1 0 0 0 1 0	13416	0.548
0	0	1	1 1 0 1 0 0 1 0 0	6400	0.636
1	-0.27487	2	1 1 0 1 0 1 0 1 0	20160	0.620
1	-0.43403	0	1 1 0 1 0 1 0 1 0	15334	0.435
1	-0.15647	3	1 0 0 1 0 1 0 1 0	10716	0.536
0	0	0	1 1 0 1 0 1 0 0 0	1736	0.545
0	0	0	1 1 1 1 0 1 0 1 0	8811	0.898
1	-1.087	1	1 1 0 1 0 1 0 1 0	12032	0.732
0	0	2	1 1 1 0 0 0 1 1 1	18924	1.460
0	0	1	1 1 1 1 0 1 0 1 1	1369	1.000
0	0	1	1 1 1 1 0 0 1 1 1	1189	0.700
1	-0.97054	1	1 1 1 0 0 1 0 1 1	17000	1.707
1	-0.72328	1	1 1 0 1 0 0 1 0 0	4747	0.460
1	-1.1209	0	1 1 1 1 0 1 0 1 1	186500	0.745
1	-0.49038	2	1 1 0 1 0 0 1 1 1	35866	0.695
0	0	3	1 0 0 0 0 1 0 1 1	2738	0.493
1	-0.43677	1	1 1 0 1 0 1 0 1 0	4368	0.714
1	-0.91482	0	1 1 0 1 0 1 0 1 1	11556	1.009
1	0.072879	2	1 1 0 1 0 0 0 1 0	16867	0.602
1	-0.72679	1	1 1 0 1 0 0 1 0 0	15066	0.571
1	-0.87466	0	1 1 0 1 0 0 1 0 1	22436	1.113
0	0	1	1 1 1 0 0 1 0 0 0	1634	0.881
0	0	1	1 1 0 1 1 0 0 1 0	34026	0.742
1	-0.74789	0	1 1 1 1 0 1 0 1 1	32683	0.792
0	0	1	1 1 1 1 0 1 0 1 1	16992	0.818
1	-1.0311	1	1 1 0 1 0 0 0 1 1	11484	0.852
0	0	0	0 1 1 0 0 0 0 1 1	14630	1.628
1	-0.51721	0	1 1 0 1 0 0 1 0 1	12000	0.832
1	-0.78696	2	1 1 0 1 0 0 0 1 1	20448	1.014
0	0	1	1 1 0 1 0 0 0 1 1	4300	0.576
0	0	2	1 1 0 1 0 0 0 1 1	18034	0.894
0	0	1	1 1 0 1 0 1 0 1 0	1260	0.707
0	0	1	1 1 0 1 0 1 0 1 0	1287	0.842
0	0	0	1 1 0 1 0 0 1 1 0	1400	0.872
0	0	0	1 1 0 1 0 0 1 1 0	1428	0.805
1	-0.28427	2	1 1 0 1 0 0 0 1 0	16068	0.658
0	0	2	1 1 0 0 0 0 0 1 1	16128	0.776
1	-0.8912	2	1 1 0 0 0 0 1 0 1	15141	1.431
1	-0.81843	2	1 1 1 0 0 1 0 0 1	57200	0.846
1	-0.75607	0	1 1 0 1 0 1 0 1 0	10080	0.483
1	-0.41879	0	0 1 0 1 0 1 0 1 0	8246	0.462
1	0.31756	1	1 1 0 1 0 0 0 1 1	13559	0.608
1	-0.20724	1	1 1 0 1 0 1 0 1 1	12193	0.647
1	-0.15764	0	1 1 0 1 0 0 1 0 0	12717	0.513
1	-1.0906	0	1 1 1 1 0 1 0 1 1	6528	0.705
1	-0.73432	1	1 1 1 0 0 1 0 0 0	155940	1.311
0	0	0	1 1 0 1 0 0 1 0 0	13635	0.746
0	0	2	1 0 1 0 0 1 0 0 0	27625	1.774
1	-0.97185	2	1 1 0 0 0 0 1 1 1	6996	1.615
1	-1.0113	2	1 1 0 0 0 0 1 1 1	18576	1.117
1	-0.7532	3	1 1 0 1 0 0 0 1 0	11520	0.552
0	0	3	1 1 0 0 0 0 1 0 0	9477	0.690
1	-0.54187	1	1 1 1 1 0 1 0 0 0	4002	0.838
0	0	0	1 1 1 1 0 1 0 1 0	1131	0.737
0	0	2	1 1 1 0 0 0 1 0 0	2288	0.843
0	0	0	1 1 1 1 0 1 0 1 0	116424	0.757
1	-0.72239	2	1 1 0 1 0 0 1 1 1	16940	1.158
0	0	2	1 1 0 1 0 0 1 1 1	9504	0.813
1	0.26959	1	1 1 0 1 0 0 1 1 1	10647	0.776
1	-0.80524	1	0 1 0 1 0 0 0 1 1	6956	0.785
1	-1.0149	2	1 1 0 1 0 1 0 1 1	105324	0.681
1	-0.8193	0	1 1 1 1 0 0 0 1 0	52437	0.983
1	-0.38569	0	1 1 1 1 0 0 1 1 0	25344	0.645
1	-0.17751	0	1 1 0 1 0 0 1 1 1	36408	0.738
1	0.23274	0	1 1 0 1 0 0 1 1 1	33867	0.745
1	0.4776	1	1 1 1 1 0 1 0 1 0	5544	0.783
1	-1.0033	1	1 1 1 1 0 1 0 1 0	4158	1.048
1	-0.21325	1	1 1 1 1 0 1 0 1 0	5893	0.854
1	-0.42752	1	1 1 1 1 0 1 0 1 0	8330	0.866
0	0	1	1 1 1 0 0 1 0 1 0	21131	0.602
0	0	1	1 1 1 0 0 1 0 1 1	12420	1.065
0	0	0	1 0 0 1 0 0 1 0 0	24034	0.617
1	-1.0113	0	1 1 1 0 0 1 0 1 1	166666	1.495
0	0	1	1 1 0 1 0 0 1 0 0	2520	0.629
0	0	1	1 1 0 1 0 1 0 0 1	3905	0.771
1	-0.82687	0	1 1 1 1 0 1 0 1 1	39312	0.908
1	-1.0392	0	1 1 1 1 0 1 0 1 1	57159	0.838
0	0	0	1 1 1 1 0 1 0 1 1	14742	1.078
0	0	2	1 1 1 1 0 0 0 1 0	9200	0.919
1	0.11611	1	1 1 0 1 0 1 0 0 1	29028	0.478
1	-0.5346	3	1 1 0 0 0 0 1 0 0	5040	0.618
1	-1.1547	3	0 1 1 0 0 1 0 0 1	156500	1.599
1	-0.86627	1	1 1 0 1 0 0 1 1 0	5016	0.867
1	-0.15151	0	1 1 0 1 0 0 1 1 0	6768	0.763
0	0	0	1 1 1 1 0 0 1 1 0	4615	0.914
0	0	2	1 1 1 0 0 0 0 1 0	3000	0.831
1	-0.94423	0	1 1 1 1 0 1 0 1 1	32955	0.866
0	0	3	1 0 0 0 0 1 0 1 0	7372	1.280
1	-0.69063	3	1 1 0 1 0 0 0 1 0	72680	0.727
1	-1.0916	2	1 1 1 0 0 1 0 1 0	26847	0.918
0	0	0	1 1 0 0 0 0 1 0 0	22644	1.034
0	0	1	1 1 0 1 0 0 0 1 1	25020	0.771
1	-1.0411	0	1 1 0 1 0 0 1 1 1	14620	0.503
0	0	2	1 1 0 0 0 1 0 1 1	9240	1.566
1	-0.97182	0	1 0 1 0 0 0 1 0 0	31244	1.469
1	-0.1954	0	1 1 0 1 0 1 0 1 1	92501	0.586
1	-0.99788	1	1 1 1 0 0 0 0 1 1	20711	0.932
1	-0.95072	0	1 1 1 0 0 1 0 1 1	55145	0.761
0	0	1	1 1 0 1 0 0 1 0 0	6342	0.273
1	-0.12111	0	1 1 1 1 0 1 0 1 1	49686	0.665
0	0	0	1 1 0 1 0 0 1 1 1	22479	1.397
0	0	0	1 1 0 1 0 1 0 0 1	20470	0.644
1	-0.23098	1	1 1 0 1 0 1 0 1 0	13158	0.559
1	-0.13711	2	1 1 0 1 0 1 0 1 0	28462	0.620
1	-1.1489	0	1 1 0 1 0 1 0 1 1	88374	0.925
0	0	1	1 1 0 1 0 1 0 1 0	4224	1.032
0	0	1	1 1 0 1 0 1 0 1 1	5994	0.912
1	-1.1056	1	1 1 0 1 0 1 0 1 1	7462	0.900
0	0	1	1 1 0 1 0 1 0 1 0	3074	0.912
0	0	1	1 1 0 0 0 1 0 1 1	5994	0.912
1	-0.61947	0	1 1 0 1 0 1 0 1 1	7209	0.909
1	-1.0098	0	1 1 1 1 0 1 0 0 0	5450	0.454
0	0	0	1 1 1 1 0 1 0 0 0	6762	0.701
0	0	2	1 1 0 1 0 0 0 1 0	3906	1.016
0	0	0	1 1 1 0 0 0 0 1 1	56170	1.338
0	0	2	1 0 0 1 0 0 1 1 0	8614	1.625
1	-0.74046	2	1 1 1 0 0 0 1 1 1	9360	1.157
1	-0.59969	3	1 1 0 1 0 1 0 1 1	11248	0.510
1	-1.0204	2	1 0 1 0 0 1 0 1 0	70380	1.083
1	-1.1247	1	1 1 1 0 0 0 0 1 1	16065	0.881
0	0	1	1 1 0 1 0 0 0 1 1	8550	0.655
1	-0.31171	0	1 1 0 1 0 0 1 0 0	8640	0.597
0	0	2	1 1 1 0 0 0 0 1 1	11696	1.588
1	-0.76052	0	1 1 1 1 0 1 0 1 1	8514	0.867
1	-1.0561	1	1 1 1 0 0 1 0 0 0	19250	0.810
1	-0.67891	0	1 1 0 0 0 0 0 1 0	8505	0.769
0	0	2	1 1 0 0 0 1 0 0 0	8798	0.781
1	-1.0783	1	1 1 1 0 0 1 0 1 0	73944	0.740
0	0	2	1 1 0 1 0 0 0 1 1	11115	0.376
1	-1.0058	0	1 1 1 0 0 1 0 1 1	16200	0.615
0	0	2	1 0 1 0 0 1 0 1 1	27745	1.156
1	-0.89309	1	1 1 0 1 0 0 1 1 1	60784	0.885
1	-0.60551	1	1 1 0 1 0 0 1 1 0	17388	0.669
0	0	0	1 1 0 1 0 0 1 1 0	16837	0.757
0	0	2	1 0 0 1 0 0 1 1 0	7920	0.450
0	0	2	1 0 0 1 0 0 1 1 0	5236	0.364
0	0	2	1 1 0 1 0 0 1 1 0	9648	0.462
0	0	3	1 0 0 0 0 0 0 1 1	8436	0.682
1	-1.1663	0	1 1 1 1 0 0 0 1 1	97565	1.602
1	-0.75956	1	1 1 0 1 0 0 1 1 1	25972	0.877
0	0	2	1 1 0 1 0 1 0 1 0	12580	0.364
1	-0.92526	1	1 1 0 0 0 0 1 1 1	15678	0.872
0	0	1	1 1 1 1 0 1 0 1 1	6688	0.862
0	0	1	1 1 0 1 0 0 1 1 0	5865	0.810
1	-0.91577	1	1 0 0 0 0 0 1 0 0	5610	1.292
1	-1.0156	1	1 1 0 0 0 0 1 1 1	183500	1.363
1	-1.0219	2	1 1 0 0 0 1 0 0 0	104580	1.054
0	0	0	1 1 1 0 0 0 1 1 1	40320	2.065
1	-1.0987	0	0 1 1 1 0 1 0 1 1	14690	0.868
1	-0.9374	0	0 1 0 1 0 0 0 1 0	19375	0.805
1	-0.86727	0	1 1 0 1 0 0 1 1 1	39270	0.890
0	0	2	1 1 0 1 0 1 0 1 1	6300	0.626
0	0	2	1 0 0 1 0 1 0 1 0	2581	0.318
1	-0.026657	0	1 1 0 1 0 0 1 1 1	7597	0.660
1	-0.87879	2	1 1 1 0 0 1 0 1 1	42218	1.035
1	-0.88784	2	1 1 1 1 0 0 0 1 1	48756	1.172
1	-0.82898	0	1 1 0 1 0 1 0 0 0	4746	0.366
1	-0.13673	0	1 1 0 1 0 0 1 1 0	11921	0.692
0	0	0	1 1 0 0 0 0 0 1 1	21235	1.132
1	-1.097	2	1 1 1 0 0 1 0 0 1	172875	1.230
1	-1.02	1	1 1 1 0 0 0 0 1 1	12500	1.253
1	-0.53641	1	1 1 0 0 0 0 1 1 1	17920	0.914
0	0	1	1 0 0 0 0 0 1 1 1	13216	0.949
1	-0.75075	1	1 1 0 1 0 0 0 1 1	3510	0.571
1	-0.65097	1	1 1 0 1 0 1 0 1 1	24130	0.667
1	0.22561	1	1 1 0 1 0 0 1 1 0	7722	0.786
1	-0.37454	0	1 1 0 1 0 0 1 1 0	5005	0.600
0	0	2	1 1 0 1 0 0 1 1 0	4980	0.720
1	-0.90866	1	1 1 0 1 0 0 1 1 1	11039	0.621
1	-1.0127	1	1 1 0 1 0 0 1 1 1	12423	0.820
0	0	1	1 1 0 1 0 0 0 1 1	9804	0.752
0	0	1	1 1 1 1 0 1 0 1 0	3538	0.950
1	-0.89611	1	1 1 0 1 0 0 0 1 0	5368	0.690
0	0	2	1 1 0 0 0 1 0 1 1	4565	0.659
0	0	1	1 1 1 0 0 1 0 1 1	25920	1.013
0	0	3	1 0 0 0 0 1 0 0 0	9317	0.633
1	-0.28545	0	1 0 0 1 0 0 1 0 0	7906	0.564
1	-0.1538	1	1 1 1 1 0 0 0 1 1	11880	0.679
0	0	3	1 0 1 0 0 0 0 1 0	15390	0.843
