det	conf	occ	p1 p2 p3 p4 v1 v2 v3 v4 v5 size	ratio(w/h)
0	0	0	1 1 0 1 0 0 1 1 1	11115	0.810
0	0	1	1 1 0 1 0 0 0 1 1	7100	0.707
0	0	0	1 1 0 1 0 1 0 1 1	5229	0.756
1	-0.066001	0	1 1 0 1 0 1 0 1 1	3496	0.600
0	0	0	1 1 0 1 0 0 1 1 1	11845	0.895
0	0	1	1 1 0 1 0 1 0 1 1	7410	0.819
0	0	1	1 1 0 1 0 1 0 0 0	2220	0.610
0	0	1	1 1 0 1 0 1 0 0 0	2052	0.698
1	-0.37696	1	1 1 0 1 0 0 1 0 0	2166	0.661
0	0	0	1 1 0 1 0 1 0 1 1	3584	0.873
0	0	2	1 1 0 1 0 0 0 1 1	1960	0.813
0	0	0	1 1 0 1 0 1 0 1 1	4800	0.747
0	0	2	1 1 1 1 0 1 0 1 1	112424	0.795
1	-0.35784	2	1 1 0 0 0 0 0 1 1	19072	0.858
1	-0.37495	2	1 1 0 0 0 0 0 1 0	85785	0.947
0	0	0	1 1 0 1 0 0 1 1 0	10209	0.672
0	0	0	1 1 0 1 0 0 1 1 1	18906	1.007
1	-0.55118	1	1 1 1 0 0 1 0 1 1	9240	0.761
1	-0.18598	0	1 1 0 1 0 0 1 1 0	10858	0.727
0	0	0	1 1 1 1 0 0 0 1 0	5124	0.339
1	-0.70688	2	1 1 0 1 0 0 0 1 0	8816	0.652
1	-0.54643	1	1 1 0 1 0 0 1 1 0	4510	0.667
1	-0.62096	1	1 1 1 1 0 0 0 1 1	50932	0.899
0	0	2	1 1 0 1 0 0 0 1 0	34686	0.571
1	0.11456	1	1 1 0 1 0 0 1 1 0	52923	0.591
1	-0.26059	2	1 1 0 1 0 1 0 1 0	25498	0.582
0	0	2	1 1 0 1 0 1 0 1 0	41910	0.648
0	0	0	1 1 1 1 0 0 1 0 0	2397	0.920
0	0	0	1 1 0 1 0 1 0 0 0	2079	0.516
1	-0.80891	0	1 1 1 1 0 0 1 0 0	2475	0.815
1	-0.8955	0	1 1 1 1 0 0 1 0 0	2576	0.818
0	0	0	1 1 1 1 0 1 0 1 0	3192	0.982
0	0	2	1 1 0 1 0 0 0 1 0	5100	0.905
1	-0.10081	0	1 1 0 1 0 0 0 1 1	5460	0.656
1	-0.64112	1	1 1 0 1 0 0 0 1 1	1950	0.776
1	-0.80376	2	1 1 0 1 0 1 0 1 1	2408	0.764
0	0	2	1 1 1 0 0 0 0 1 1	6305	0.667
1	-0.4342	0	1 1 1 0 0 1 0 0 0	143724	1.187
0	0	1	1 1 0 1 0 1 0 1 1	16848	0.690
1	0.52169	1	1 1 0 1 0 0 1 1 1	16568	0.715
0	0	2	1 0 0 0 0 1 0 0 0	13035	0.476
0	0	2	1 0 1 0 0 1 0 1 1	13986	0.880
0	0	0	1 1 1 1 0 1 0 1 1	10873	0.631
0	0	2	1 1 0 1 0 0 0 1 0	8023	0.625
1	-0.38508	1	1 1 1 1 0 0 1 1 0	8670	0.832
0	0	2	1 1 1 1 0 1 0 1 0	3120	0.506
1	-0.22158	0	1 1 0 1 0 0 1 0 0	7866	0.602
1	-0.47051	0	1 1 1 1 0 0 1 1 0	9570	0.789
1	-0.76591	1	1 1 1 0 0 1 0 0 1	104618	0.798
0	0	1	1 1 0 1 0 1 0 1 1	14694	0.586
1	0.29925	0	1 1 0 1 0 0 0 1 1	15150	0.671
0	0	2	1 0 0 1 0 1 0 1 0	9052	0.585
1	0.12016	0	1 1 0 1 0 0 1 1 1	15251	0.667
1	-0.025826	2	1 1 0 1 0 1 0 1 0	9322	0.667
1	0.027849	2	1 1 0 1 0 0 1 0 0	6386	0.598
1	0.22996	1	1 1 0 1 0 0 0 1 0	4731	0.683
1	-0.42453	3	1 0 0 1 0 1 0 1 0	8175	0.685
1	-0.31297	1	1 1 1 0 0 1 0 1 1	13110	1.009
1	-0.67453	0	1 0 1 0 0 0 0 1 1	20008	1.347
1	-0.72095	2	1 1 0 1 0 0 1 0 0	18447	1.109
0	0	3	1 1 0 0 0 1 0 1 1	12744	0.915
0	0	3	1 1 0 1 0 1 0 0 0	6400	0.636
1	-0.21258	1	1 1 1 1 0 1 0 1 0	2736	0.839
1	-0.55216	2	1 0 0 1 0 0 1 1 0	3872	0.494
1	-0.47528	0	1 1 1 0 0 1 0 1 1	9292	0.910
0	0	1	1 1 0 0 0 0 1 1 0	9591	2.029
1	-1.1773	1	1 1 1 0 0 0 0 1 1	77822	1.435
0	0	1	1 1 1 1 0 1 0 1 1	10810	0.816
1	-0.57116	1	1 1 0 1 0 0 1 1 0	2703	1.040
1	-0.775	1	1 1 0 1 0 0 1 1 0	2436	0.719
0	0	2	1 0 0 1 0 0 1 1 0	2160	0.936
1	-0.72436	0	1 1 1 0 0 1 0 1 1	19404	1.990
1	-1.0837	0	1 1 1 0 0 1 0 1 1	11984	0.955
0	0	1	0 1 1 1 0 1 0 1 0	92545	1.865
1	-1.0483	1	1 1 0 0 0 1 0 0 1	7991	0.462
0	0	1	1 1 1 0 0 1 0 0 1	213693	1.119
0	0	2	1 1 0 1 0 0 1 1 0	3379	0.278
1	0.33088	1	1 1 0 1 0 0 1 1 0	9600	0.664
1	0.1708	1	1 1 0 1 0 0 1 1 0	9996	0.703
1	-0.69623	0	1 1 0 1 0 1 0 0 1	8910	0.485
0	0	0	1 1 0 1 0 1 0 1 1	11620	0.418
0	0	2	1 1 1 1 0 1 0 0 0	31248	0.506
1	-1.2024	1	1 1 0 1 0 0 1 1 1	3952	0.680
0	0	1	1 1 0 1 0 0 1 1 1	2970	0.981
0	0	0	1 1 0 1 0 0 1 1 1	3710	0.754
0	0	1	1 1 0 0 0 0 1 1 1	36890	1.539
1	-0.9057	3	1 1 1 0 0 1 0 1 1	38475	0.759
0	0	2	1 1 1 1 0 0 0 1 1	13363	0.512
1	-0.75906	2	1 0 1 0 0 1 0 1 0	26928	1.151
1	-0.34282	0	1 1 1 0 0 1 0 1 1	15120	1.050
0	0	2	1 1 1 0 0 1 0 1 1	10140	1.675
0	0	2	1 1 0 0 0 1 0 1 1	9207	1.065
0	0	2	1 1 0 1 0 1 0 1 0	5705	0.210
0	0	2	1 1 1 0 0 0 1 1 1	6460	1.120
0	0	1	1 1 1 0 0 1 0 0 1	2520	0.800
0	0	1	1 1 1 1 0 0 0 1 1	7931	0.745
0	0	1	1 1 0 0 0 1 0 1 1	184884	1.337
1	-0.93798	2	1 1 1 0 0 1 0 0 1	102300	1.065
1	-0.9328	1	1 1 0 1 0 1 0 0 1	20720	0.603
0	0	1	1 1 0 1 0 1 0 1 1	20160	0.455
0	0	1	1 1 1 0 0 1 0 1 0	18769	1.000
0	0	2	1 1 0 1 0 1 0 1 0	10382	0.320
1	0.11102	1	1 1 0 1 0 0 0 1 0	6710	0.550
0	0	2	1 1 0 1 0 1 0 1 0	6798	0.637
1	-0.9463	0	1 1 1 1 0 0 1 1 1	36720	1.134
1	-0.18834	1	1 1 1 1 0 1 0 1 1	27507	0.919
1	-0.59583	1	1 1 0 1 0 1 0 1 0	10414	0.643
1	-0.14019	1	1 1 0 1 0 1 0 0 0	16308	0.713
0	0	3	1 0 1 0 0 1 0 1 0	48546	0.712
0	0	1	1 0 0 0 0 0 1 1 1	10318	2.318
0	0	1	1 0 1 0 0 0 1 0 1	9408	1.021
0	0	1	1 1 0 1 0 1 0 1 1	2856	0.612
0	0	0	1 1 0 1 0 0 1 0 0	2184	0.804
0	0	2	1 0 0 1 0 0 0 1 0	2250	0.898
0	0	1	1 1 0 1 0 0 0 1 1	3648	0.889
1	-0.043014	1	1 1 0 1 0 0 1 1 0	4032	0.566
0	0	3	1 1 0 1 0 1 0 1 0	1540	0.304
0	0	2	1 1 0 1 0 0 1 1 0	4150	0.598
1	-0.10548	3	1 1 0 0 0 1 0 0 0	3818	0.549
0	0	0	0 1 1 0 0 0 0 1 1	14720	0.898
0	0	2	1 1 0 1 0 1 0 0 0	4608	0.887
0	0	2	1 1 0 0 0 0 0 1 1	18904	0.978
1	-0.96991	2	1 1 0 0 0 0 0 1 1	23652	0.901
0	0	1	1 0 0 1 0 0 1 0 0	1683	0.640
0	0	2	1 0 0 1 0 0 1 0 0	1950	0.776
0	0	2	1 1 0 1 0 0 1 0 0	1802	0.635
0	0	2	1 1 1 1 1 1 0 1 0	3432	1.275
1	-0.36885	1	1 1 1 1 0 1 0 1 0	19418	1.098
1	-0.90853	2	1 1 0 0 0 1 0 1 0	8208	0.701
0	0	2	1 1 0 0 0 0 1 1 0	10600	1.061
0	0	0	1 1 0 1 0 1 0 1 1	55096	0.682
1	-0.36289	1	1 1 0 1 0 1 0 1 1	36058	0.614
0	0	2	1 1 0 1 0 1 0 1 1	31641	0.798
0	0	3	1 1 0 1 0 1 0 1 1	33784	0.795
1	-0.58961	1	1 1 0 1 0 1 0 1 1	32412	0.656
0	0	2	1 1 0 1 0 0 0 1 1	17017	0.831
1	-0.36667	1	1 1 1 1 0 0 1 1 0	7524	0.765
1	-0.40234	0	1 1 0 1 0 0 1 1 0	12625	0.806
0	0	1	1 1 1 1 0 0 1 1 0	7110	0.876
0	0	1	1 1 1 1 0 0 1 1 0	7812	1.108
1	-0.46778	0	1 1 1 0 0 1 0 1 1	24382	0.873
0	0	0	1 1 0 0 0 1 0 1 1	46292	1.747
0	0	0	1 0 1 0 0 1 0 1 0	10246	0.861
0	0	0	1 1 0 0 0 1 0 1 0	8800	0.725
0	0	2	1 0 0 0 0 1 0 1 0	18415	0.875
1	-0.0742	0	1 1 0 1 0 1 0 0 0	3233	0.867
0	0	1	1 1 1 1 0 0 0 1 0	4872	0.687
1	-0.37464	1	1 1 0 1 0 0 0 1 0	4214	0.565
0	0	1	1 1 0 1 0 0 1 1 0	4368	0.614
0	0	1	1 1 0 1 0 0 1 1 0	3010	0.609
0	0	1	1 1 0 1 0 0 0 1 0	2856	0.612
0	0	2	1 0 0 1 0 1 0 0 0	2112	0.477
1	-0.40623	2	1 1 1 1 0 1 0 1 0	3328	0.810
1	-0.55706	1	1 1 1 1 0 1 0 0 0	11692	0.531
0	0	1	1 1 0 1 0 0 0 1 0	13416	0.548
1	-0.18447	1	1 1 0 1 0 0 1 0 0	6400	0.636
1	-0.068844	2	1 1 0 1 0 1 0 1 0	20160	0.620
0	0	0	1 1 0 1 0 1 0 1 0	15334	0.435
1	-0.24067	3	1 0 0 1 0 1 0 1 0	10716	0.536
0	0	0	1 1 0 1 0 1 0 0 0	1736	0.545
1	-0.79124	0	1 1 1 1 0 1 0 1 0	8811	0.898
1	-0.80684	1	1 1 0 1 0 1 0 1 0	12032	0.732
1	-0.5681	2	1 1 1 0 0 0 1 1 1	18924	1.460
0	0	1	1 1 1 1 0 1 0 1 1	1369	1.000
0	0	1	1 1 1 1 0 0 1 1 1	1189	0.700
1	-1.1024	1	1 1 1 0 0 1 0 1 1	17000	1.707
0	0	1	1 1 0 1 0 0 1 0 0	4747	0.460
0	0	0	1 1 1 1 0 1 0 1 1	186500	0.745
0	0	2	1 1 0 1 0 0 1 1 1	35866	0.695
0	0	3	1 0 0 0 0 1 0 1 1	2738	0.493
1	0.36017	1	1 1 0 1 0 1 0 1 0	4368	0.714
1	-0.20134	0	1 1 0 1 0 1 0 1 1	11556	1.009
1	0.60127	2	1 1 0 1 0 0 0 1 0	16867	0.602
1	-0.17714	1	1 1 0 1 0 0 1 0 0	15066	0.571
0	0	0	1 1 0 1 0 0 1 0 1	22436	1.113
1	-0.98706	1	1 1 1 0 0 1 0 0 0	1634	0.881
1	-0.58158	1	1 1 0 1 1 0 0 1 0	34026	0.742
1	-0.23975	0	1 1 1 1 0 1 0 1 1	32683	0.792
0	0	1	1 1 1 1 0 1 0 1 1	16992	0.818
0	0	1	1 1 0 1 0 0 0 1 1	11484	0.852
1	-0.90483	0	0 1 1 0 0 0 0 1 1	14630	1.628
1	-0.23442	0	1 1 0 1 0 0 1 0 1	12000	0.832
1	-0.29262	2	1 1 0 1 0 0 0 1 1	20448	1.014
0	0	1	1 1 0 1 0 0 0 1 1	4300	0.576
1	0.040574	2	1 1 0 1 0 0 0 1 1	18034	0.894
0	0	1	1 1 0 1 0 1 0 1 0	1260	0.707
0	0	1	1 1 0 1 0 1 0 1 0	1287	0.842
0	0	0	1 1 0 1 0 0 1 1 0	1400	0.872
0	0	0	1 1 0 1 0 0 1 1 0	1428	0.805
1	-0.50566	2	1 1 0 1 0 0 0 1 0	16068	0.658
0	0	2	1 1 0 0 0 0 0 1 1	16128	0.776
0	0	2	1 1 0 0 0 0 1 0 1	15141	1.431
1	-0.3586	2	1 1 1 0 0 1 0 0 1	57200	0.846
0	0	0	1 1 0 1 0 1 0 1 0	10080	0.483
0	0	0	0 1 0 1 0 1 0 1 0	8246	0.462
1	0.13737	1	1 1 0 1 0 0 0 1 1	13559	0.608
1	0.29216	1	1 1 0 1 0 1 0 1 1	12193	0.647
1	-0.059497	0	1 1 0 1 0 0 1 0 0	12717	0.513
1	-0.68664	0	1 1 1 1 0 1 0 1 1	6528	0.705
1	-0.50493	1	1 1 1 0 0 1 0 0 0	155940	1.311
1	-0.010676	0	1 1 0 1 0 0 1 0 0	13635	0.746
1	-0.5962	2	1 0 1 0 0 1 0 0 0	27625	1.774
0	0	2	1 1 0 0 0 0 1 1 1	6996	1.615
1	-0.77301	2	1 1 0 0 0 0 1 1 1	18576	1.117
1	-0.75976	3	1 1 0 1 0 0 0 1 0	11520	0.552
1	-0.73558	3	1 1 0 0 0 0 1 0 0	9477	0.690
0	0	1	1 1 1 1 0 1 0 0 0	4002	0.838
0	0	0	1 1 1 1 0 1 0 1 0	1131	0.737
0	0	2	1 1 1 0 0 0 1 0 0	2288	0.843
0	0	0	1 1 1 1 0 1 0 1 0	116424	0.757
0	0	2	1 1 0 1 0 0 1 1 1	16940	1.158
0	0	2	1 1 0 1 0 0 1 1 1	9504	0.813
1	0.13941	1	1 1 0 1 0 0 1 1 1	10647	0.776
0	0	1	0 1 0 1 0 0 0 1 1	6956	0.785
1	-0.69971	2	1 1 0 1 0 1 0 1 1	105324	0.681
1	-0.59376	0	1 1 1 1 0 0 0 1 0	52437	0.983
1	-0.041992	0	1 1 1 1 0 0 1 1 0	25344	0.645
1	0.22031	0	1 1 0 1 0 0 1 1 1	36408	0.738
1	0.077453	0	1 1 0 1 0 0 1 1 1	33867	0.745
1	-0.66349	1	1 1 1 1 0 1 0 1 0	5544	0.783
0	0	1	1 1 1 1 0 1 0 1 0	4158	1.048
0	0	1	1 1 1 1 0 1 0 1 0	5893	0.854
1	-0.30234	1	1 1 1 1 0 1 0 1 0	8330	0.866
1	-1.1976	1	1 1 1 0 0 1 0 1 0	21131	0.602
1	-0.46393	1	1 1 1 0 0 1 0 1 1	12420	1.065
0	0	0	1 0 0 1 0 0 1 0 0	24034	0.617
1	-0.76103	0	1 1 1 0 0 1 0 1 1	166666	1.495
0	0	1	1 1 0 1 0 0 1 0 0	2520	0.629
0	0	1	1 1 0 1 0 1 0 0 1	3905	0.771
1	-0.92946	0	1 1 1 1 0 1 0 1 1	39312	0.908
1	-0.51722	0	1 1 1 1 0 1 0 1 1	57159	0.838
1	-0.36394	0	1 1 1 1 0 1 0 1 1	14742	1.078
0	0	2	1 1 1 1 0 0 0 1 0	9200	0.919
1	-0.42717	1	1 1 0 1 0 1 0 0 1	29028	0.478
0	0	3	1 1 0 0 0 0 1 0 0	5040	0.618
0	0	3	0 1 1 0 0 1 0 0 1	156500	1.599
1	-0.83735	1	1 1 0 1 0 0 1 1 0	5016	0.867
0	0	0	1 1 0 1 0 0 1 1 0	6768	0.763
1	0.062204	0	1 1 1 1 0 0 1 1 0	4615	0.914
0	0	2	1 1 1 0 0 0 0 1 0	3000	0.831
1	-0.43865	0	1 1 1 1 0 1 0 1 1	32955	0.866
0	0	3	1 0 0 0 0 1 0 1 0	7372	1.280
1	-0.71481	3	1 1 0 1 0 0 0 1 0	72680	0.727
0	0	2	1 1 1 0 0 1 0 1 0	26847	0.918
1	-0.66354	0	1 1 0 0 0 0 1 0 0	22644	1.034
1	-0.36192	1	1 1 0 1 0 0 0 1 1	25020	0.771
1	-0.66704	0	1 1 0 1 0 0 1 1 1	14620	0.503
0	0	2	1 1 0 0 0 1 0 1 1	9240	1.566
1	-0.57671	0	1 0 1 0 0 0 1 0 0	31244	1.469
1	-1.0683	0	1 1 0 1 0 1 0 1 1	92501	0.586
1	-0.91029	1	1 1 1 0 0 0 0 1 1	20711	0.932
0	0	0	1 1 1 0 0 1 0 1 1	55145	0.761
0	0	1	1 1 0 1 0 0 1 0 0	6342	0.273
1	0.42849	0	1 1 1 1 0 1 0 1 1	49686	0.665
1	-0.59322	0	1 1 0 1 0 0 1 1 1	22479	1.397
0	0	0	1 1 0 1 0 1 0 0 1	20470	0.644
0	0	1	1 1 0 1 0 1 0 1 0	13158	0.559
1	-0.47914	2	1 1 0 1 0 1 0 1 0	28462	0.620
0	0	0	1 1 0 1 0 1 0 1 1	88374	0.925
0	0	1	1 1 0 1 0 1 0 1 0	4224	1.032
0	0	1	1 1 0 1 0 1 0 1 1	5994	0.912
1	-0.67936	1	1 1 0 1 0 1 0 1 1	7462	0.900
0	0	1	1 1 0 1 0 1 0 1 0	3074	0.912
0	0	1	1 1 0 0 0 1 0 1 1	5994	0.912
0	0	0	1 1 0 1 0 1 0 1 1	7209	0.909
0	0	0	1 1 1 1 0 1 0 0 0	5450	0.454
0	0	0	1 1 1 1 0 1 0 0 0	6762	0.701
0	0	2	1 1 0 1 0 0 0 1 0	3906	1.016
0	0	0	1 1 1 0 0 0 0 1 1	56170	1.338
1	-0.67082	2	1 0 0 1 0 0 1 1 0	8614	1.625
1	-0.18571	2	1 1 1 0 0 0 1 1 1	9360	1.157
1	-0.47648	3	1 1 0 1 0 1 0 1 1	11248	0.510
1	-1.1705	2	1 0 1 0 0 1 0 1 0	70380	1.083
0	0	1	1 1 1 0 0 0 0 1 1	16065	0.881
1	-0.051561	1	1 1 0 1 0 0 0 1 1	8550	0.655
1	0.085669	0	1 1 0 1 0 0 1 0 0	8640	0.597
0	0	2	1 1 1 0 0 0 0 1 1	11696	1.588
1	0.098731	0	1 1 1 1 0 1 0 1 1	8514	0.867
1	-0.54153	1	1 1 1 0 0 1 0 0 0	19250	0.810
1	-0.22526	0	1 1 0 0 0 0 0 1 0	8505	0.769
1	-0.26913	2	1 1 0 0 0 1 0 0 0	8798	0.781
0	0	1	1 1 1 0 0 1 0 1 0	73944	0.740
0	0	2	1 1 0 1 0 0 0 1 1	11115	0.376
0	0	0	1 1 1 0 0 1 0 1 1	16200	0.615
1	-0.27955	2	1 0 1 0 0 1 0 1 1	27745	1.156
1	-0.87491	1	1 1 0 1 0 0 1 1 1	60784	0.885
0	0	1	1 1 0 1 0 0 1 1 0	17388	0.669
1	0.39986	0	1 1 0 1 0 0 1 1 0	16837	0.757
0	0	2	1 0 0 1 0 0 1 1 0	7920	0.450
0	0	2	1 0 0 1 0 0 1 1 0	5236	0.364
0	0	2	1 1 0 1 0 0 1 1 0	9648	0.462
0	0	3	1 0 0 0 0 0 0 1 1	8436	0.682
0	0	0	1 1 1 1 0 0 0 1 1	97565	1.602
1	-0.49726	1	1 1 0 1 0 0 1 1 1	25972	0.877
0	0	2	1 1 0 1 0 1 0 1 0	12580	0.364
0	0	1	1 1 0 0 0 0 1 1 1	15678	0.872
0	0	1	1 1 1 1 0 1 0 1 1	6688	0.862
0	0	1	1 1 0 1 0 0 1 1 0	5865	0.810
0	0	1	1 0 0 0 0 0 1 0 0	5610	1.292
0	0	1	1 1 0 0 0 0 1 1 1	183500	1.363
1	-0.94521	2	1 1 0 0 0 1 0 0 0	104580	1.054
0	0	0	1 1 1 0 0 0 1 1 1	40320	2.065
0	0	0	0 1 1 1 0 1 0 1 1	14690	0.868
0	0	0	0 1 0 1 0 0 0 1 0	19375	0.805
0	0	0	1 1 0 1 0 0 1 1 1	39270	0.890
0	0	2	1 1 0 1 0 1 0 1 1	6300	0.626
0	0	2	1 0 0 1 0 1 0 1 0	2581	0.318
1	0.5121	0	1 1 0 1 0 0 1 1 1	7597	0.660
1	-0.79193	2	1 1 1 0 0 1 0 1 1	42218	1.035
1	-0.67706	2	1 1 1 1 0 0 0 1 1	48756	1.172
0	0	0	1 1 0 1 0 1 0 0 0	4746	0.366
1	0.019524	0	1 1 0 1 0 0 1 1 0	11921	0.692
0	0	0	1 1 0 0 0 0 0 1 1	21235	1.132
0	0	2	1 1 1 0 0 1 0 0 1	172875	1.230
0	0	1	1 1 1 0 0 0 0 1 1	12500	1.253
1	-0.12039	1	1 1 0 0 0 0 1 1 1	17920	0.914
1	-0.65104	1	1 0 0 0 0 0 1 1 1	13216	0.949
1	-0.84068	1	1 1 0 1 0 0 0 1 1	3510	0.571
1	0.19671	1	1 1 0 1 0 1 0 1 1	24130	0.667
1	0.38073	1	1 1 0 1 0 0 1 1 0	7722	0.786
1	-0.29033	0	1 1 0 1 0 0 1 1 0	5005	0.600
0	0	2	1 1 0 1 0 0 1 1 0	4980	0.720
0	0	1	1 1 0 1 0 0 1 1 1	11039	0.621
1	-0.32775	1	1 1 0 1 0 0 1 1 1	12423	0.820
1	-0.60377	1	1 1 0 1 0 0 0 1 1	9804	0.752
0	0	1	1 1 1 1 0 1 0 1 0	3538	0.950
0	0	1	1 1 0 1 0 0 0 1 0	5368	0.690
0	0	2	1 1 0 0 0 1 0 1 1	4565	0.659
0	0	1	1 1 1 0 0 1 0 1 1	25920	1.013
0	0	3	1 0 0 0 0 1 0 0 0	9317	0.633
1	-0.48521	0	1 0 0 1 0 0 1 0 0	7906	0.564
1	0.30686	1	1 1 1 1 0 0 0 1 1	11880	0.679
0	0	3	1 0 1 0 0 0 0 1 0	15390	0.843
